angular_velocity_x,angular_velocity_y,angular_velocity_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,fake_gyro_bias_x,fake_gyro_bias_y,fake_gyro_bias_z,fake_acc_bias_x,fake_acc_bias_y,fake_acc_bias_z,fake_gyro_noise_x,gyro_noise_y,gyro_noise_z,fake_acc_noise_x,fake_acc_noise_y,fake_acc_noise_z
-0.0041887902047863905,0.04328416544945937,0.09634217471008698,9.455245041666666,-0.6292600416666666,-2.459834708333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.006283185307179587,0.041189770347066175,0.0879645943005142,9.430728416666666,-0.5148491249999999,-2.4516625,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.005585053606381855,0.03490658503988659,0.07888888219014369,9.357178541666666,-0.48216029166666663,-2.427145875,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.009773843811168246,0.027925268031909273,0.0635299847725936,9.398039583333333,-0.4739880833333333,-2.427145875,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.016755160819145562,0.02583087292951608,0.050963614158234416,9.414383999999998,-0.43312704166666666,-2.3944570416666666,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.019547687622336492,0.013264502315156905,0.03490658503988659,9.36535075,-0.4903325,-2.3944570416666666,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.020943951023931952,0.006981317007977318,0.032114058236695664,9.553311541666666,-0.612915625,-2.40262925,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.020943951023931952,0.0153588974175501,0.030019663134302467,9.536967125,-0.7273265416666667,-2.3699404166666667,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.01815142422074103,0.019547687622336492,0.03700098014227979,9.5124505,-0.9152873333333333,-2.3535959999999996,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.01884955592153876,0.028623399732707,0.047472955654245766,9.487933875,-1.0460426666666667,-2.3699404166666667,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.006283185307179587,0.024434609527920613,0.06492624817418906,9.349006333333334,-1.12776475,-2.3944570416666666,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.0020943951023931952,0.02722713633111154,0.08517206749732328,9.26728425,-1.0869037083333333,-2.4108014583333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.0027925268031909274,0.020943951023931952,0.10890854532444616,9.234595416666666,-1.0787315,-2.4925235416666665,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.003490658503988659,0.02234021442552742,0.12845623294678266,9.373522958333332,-0.9643205833333333,-2.5415567916666664,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.004886921905584123,0.02234021442552742,0.14521139376592823,9.357178541666666,-0.93163175,-2.5905900416666663,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.0020943951023931952,0.020943951023931952,0.1647590813882647,9.381695166666667,-0.9152873333333333,-2.5660734166666663,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
-0.0013962634015954637,0.006981317007977318,0.17523105690023066,9.308145291666667,-0.9071151249999999,-2.4108014583333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
0.006981317007977318,-0.0013962634015954637,0.17383479349863523,9.357178541666666,-0.83356525,-2.3454237916666667,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
0.01117010721276371,-0.009773843811168246,0.17034413499464657,9.406211791666665,-0.5883989999999999,-2.3617682083333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
0.009773843811168246,-0.013962634015954637,0.15638150097869194,9.545139333333333,-0.392266,-2.3290793749999996,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0,0.0,0.0,0.0,0.0,0.0
0.003490658503988659,-0.023038346126325153,0.1361356816555577,9.561483749999999,-0.2533384583333333,-2.3045627499999997,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.004296225140392942,-0.0019239579675461253,0.011854049311909297,-0.05258864247737091,-0.0035169985308916045,0.0310762379485141
-0.005585053606381855,-0.019547687622336492,0.11239920382843484,9.667722458333333,-0.24516625,-2.3699404166666667,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0031335246495291223,-0.0007875487827708138,0.006424126040197859,0.033177444022994836,0.03779082672329411,-0.04232742368872225
-0.01117010721276371,-0.017453292519943295,0.09983283321407566,9.602344791666665,-0.318716125,-2.288218333333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0024896460839504042,-0.005904120195712682,0.0074034689206382885,0.02114261054407081,0.042280201979068996,0.006742364409026882
-0.016755160819145562,-0.005585053606381855,0.08517206749732328,9.561483749999999,-0.4004382083333333,-2.3045627499999997,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.0020227612572570634,0.00024828561625201036,-0.0008357234688263763,0.11497124554322265,0.0832977209727072,-0.013363508509019385
-0.012566370614359173,-0.006283185307179587,0.08726646259971647,9.332661916666666,-0.563882375,-2.280046125,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.002855107001625106,-0.0019081783233823937,0.001356259469421518,-0.027925733152259595,0.042372854383055596,0.035586802423569694
-0.006981317007977318,-0.0027925268031909274,0.08447393579652555,9.389867375,-0.6456044583333332,-2.3535959999999996,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.0013524126753660423,-0.004307444734320377,-0.0010401375049569636,-0.011719233988621033,-0.010858423222357107,0.0521945702550305
-0.0041887902047863905,0.006283185307179587,0.08587019919812101,9.414383999999998,-0.6210878333333334,-2.459834708333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0008853662351057532,-0.008243153234701393,0.002313482167931748,-0.08090585245779644,-0.047338203095939696,0.08907637923885002
-0.006283185307179587,0.02234021442552742,0.08168140899333462,9.577828166666666,-0.5230213333333333,-2.6396232916666666,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.002472364427439004,-0.004539430229300799,0.0014113733931308983,0.0417326518038339,0.009868738509379813,0.04052297829759271
-0.01117010721276371,0.031415926535897934,0.07888888219014369,9.496106083333332,-0.53936575,-2.7213453750000003,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.004357673329290304,-0.004845294131069956,0.0020169600596728317,0.03357016445328315,0.001674610784238148,0.012070016604509485
-0.019547687622336492,0.041189770347066175,0.0747000919853573,9.430728416666666,-0.53936575,-2.7458620000000002,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.0003666338590167877,0.001801039099057717,0.00257607553149202,0.15851951922606178,0.010377007835856355,-0.029269552128217174
-0.02024581932313422,0.03769911184307752,0.06981317007977318,9.218250999999999,-0.612915625,-2.69682875,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.00018311581562290927,0.004226267399572402,0.0023892727469236315,0.049931971892906754,0.05505861282574988,-0.0003175869027125673
-0.02024581932313422,0.029321531433504733,0.06492624817418906,9.1201845,-0.7191543333333333,-2.69682875,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.0023523808388105903,0.007832372258441023,-0.0005407942715137993,-0.015494988974537513,0.051168530870753466,0.032168511455221205
-0.0153588974175501,0.013962634015954637,0.06632251157578452,9.152873333333332,-0.8172208333333333,-2.7622064166666664,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.00730867008056795,0.005376284093949414,0.001619029100051906,-0.18716003790363595,-0.0021571049706456216,0.06443515819354655
-0.0006981317007977319,0.0027925268031909274,0.06283185307179587,9.528794916666666,-0.809048625,-2.8929617499999996,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.006566529791159959,-0.001732679496533822,0.003136534614910347,-0.08108568186473729,-0.026322001320184713,0.003157090421644043
0.012566370614359173,0.006283185307179587,0.056548667764616284,9.692239083333332,-0.7518431666666666,-2.9011339583333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.003071107794741253,-0.005173670022326204,0.007600898710999656,-0.14223242143997064,-0.08770613411370148,0.048356218132421
0.01884955592153876,0.016057029118347832,0.041887902047863905,9.978266375,-0.5720545833333333,-2.999200458333333,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.0015325658135037375,-0.011525751504042704,0.004736789052159459,-0.08083030528639167,-0.03431305230365589,0.05265766161903166
0.021642082724729686,0.039793506945470715,0.032114058236695664,10.141710541666667,-0.4985047083333333,-3.1054391666666663,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.004536761281293212,-0.0138924259994315,0.0044235974280322716,-0.00300133955059663,-0.050178630189404105,0.04120005031442548
0.012566370614359173,0.06702064327658225,0.023038346126325153,10.149882749999998,-0.392266,-3.18716125,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,0.006254000087610423,-0.015844252871734008,-0.0035981151770573296,0.13631053978294783,0.08454776525989059,-0.03152123577586949
0.0,0.0991347015132779,0.0307177948351002,9.880199875,-0.5557101666666666,-3.1217835833333334,-0.0025777422858049765,0.0212799742605337,0.07684054076841942,-0.02559540815813044,0.12433361564350862,0.058080463256082425,-0.0005589411216871225,-0.006720282351851161,-0.005940473971725021,0.09970871243259119,0.12935906364861582,-0.01891902885400786
